society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
B387,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,AnnualMeanTemperature,-19.45015428,,,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,AnnualMeanTemperature,-19.31389846,,,,
B384,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,AnnualMeanTemperature,-18.69225587,,,,
B390,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,AnnualMeanTemperature,-18.44551926,,,,
Na14,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,AnnualMeanTemperature,-18.25140013,,,,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,AnnualMeanTemperature,-16.8391754,,,,
B27,Nganasan,xd620,ngan1291,Nganasan,Uralic,AnnualMeanTemperature,-16.3757,,,,
B26,Yukaghir,xd634,nort2745,Northern Yukaghir,Yukaghir,AnnualMeanTemperature,-16.26371541,,,,
Ec6,Yukaghir,xd634,nort2745,Northern Yukaghir,Yukaghir,AnnualMeanTemperature,-16.26371541,,,,
B383,Aivilingmiut Inuit,xd1024,cari1277,Kivalliq,Eskimo-Aleut,AnnualMeanTemperature,-15.88026864,,,,
B382,Utkuhikhalingmiut,xd1023,nets1241,Natsilingmiutut,Eskimo-Aleut,AnnualMeanTemperature,-15.74790028,,,,
B386,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,AnnualMeanTemperature,-15.67879864,,,,
Na13,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,AnnualMeanTemperature,-15.67879864,,,,
B381,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,AnnualMeanTemperature,-15.33275202,,,,
Na3,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,AnnualMeanTemperature,-14.92022168,,,,
ec12,Nganasan,xd620,ngan1291,Nganasan,Uralic,AnnualMeanTemperature,-14.78078659,,,,
SCCS124,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,AnnualMeanTemperature,-14.2963464,,,,
SCCS120,Yukaghir,xd634,nort2745,Northern Yukaghir,Yukaghir,AnnualMeanTemperature,-14.06655602,,,,
B28,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,AnnualMeanTemperature,-13.922147,,,,
SCCS121,Chukchi,xd631,chuk1273,Chukchi,Chukotko-Kamchatkan,AnnualMeanTemperature,-13.53160257,,,,
B374,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,AnnualMeanTemperature,-13.45039976,,,,
Ec3,Chukchi,xd631,chuk1273,Chukchi,Chukotko-Kamchatkan,AnnualMeanTemperature,-12.53404682,,,,
Ec2,Yakut,xd628,yaku1245,Sakha,Turkic,AnnualMeanTemperature,-12.31637017,,,,
ec14,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,AnnualMeanTemperature,-12.02872618,,,,
B389,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-11.99799912,,,,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-11.67232577,,,,
B378,Inuvialuit,xd1019,sigl1242,Siglitun,Eskimo-Aleut,AnnualMeanTemperature,-11.59905217,,,,
Na44,Taqagmiut,xd1061,queb1248,Nunavik,Eskimo-Aleut,AnnualMeanTemperature,-11.35028534,,,,
B377,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-11.09058459,,,,
B375,Noatak Inuit,xd1018,nort2945,Seward Alaska Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-11.08981488,,,,
Na21,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,AnnualMeanTemperature,-10.95805886,,,,
Na12,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-10.89454201,,,,
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,AnnualMeanTemperature,-10.64720051,,,,
Ee2,Burusho,xd654,buru1296,Burushaski,,AnnualMeanTemperature,-10.53533643,,,,
B385,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,AnnualMeanTemperature,-10.43411906,,,,
B388,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,AnnualMeanTemperature,-10.42769085,,,,
SCCS64,Burusho,xd654,buru1296,Burushaski,,AnnualMeanTemperature,-10.22371022,,,,
B354,Koyukon,xd1010,koyu1237,Koyukon,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-10.08955299,,,,
B352,Hare,xd1009,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-9.944382039,,,,
Ec5,Koryak,xd633,kory1246,Koryak,Chukotko-Kamchatkan,AnnualMeanTemperature,-9.890587823,,,,
B370,Kobuk Inuit,xd1015,kobu1239,Kobuk River Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-9.308506725,,,,
Ec4,Yurak-Samoyeds,xd632,nene1249,Tundra Nenets,Uralic,AnnualMeanTemperature,-9.23623532,,,,
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,AnnualMeanTemperature,-9.230238786,,,,
B358,Délįne,xd1033,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-8.983623903,,,,
B380,Inupiat,xd1021,nort2944,North Slope Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-8.948152355,,,,
B371,Kotzebue Sound Inuit,xd1016,kotz1238,Kotzebue Sound Inupiatun,Eskimo-Aleut,AnnualMeanTemperature,-8.778820795,,,,
B363,Tutchone,xd1012,nort2941,Northern Tutchone,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-8.481105344,,,,
Na23,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,AnnualMeanTemperature,-8.422747865,,,,
Na16,Délįne,xd1033,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-8.388713701,,,,
B356,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-7.850478141,,,,
B361,Tlicho,xd1032,dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-7.530918115,,,,
Na20,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-7.523481987,,,,
ec16,Evenk,xd624,even1259,Evenki,Tungusic,AnnualMeanTemperature,-7.410417549,,,,
B372,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,AnnualMeanTemperature,-7.259719601,,,,
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-7.169807959,,,,
B351,Hän,xd1008,hann1241,Han,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-7.012537009,,,,
Na5,Naskapi,xd1063,nask1242,Naskapi,Algic,AnnualMeanTemperature,-6.740412538,,,,
Na1,Nabesna,xd1026,uppe1437,Upper Tanana,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-6.710847761,,,,
B359,Nabesna,xd1026,uppe1437,Upper Tanana,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-6.455171957,,,,
Na15,Tlicho,xd1032,dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-6.226437559,,,,
B365,Naskapi,xd1063,nask1242,Naskapi,Algic,AnnualMeanTemperature,-5.708570795,,,,
B369,Norton Sound Inuit,xd1014,kusk1241,General Central Yup'ik,Eskimo-Aleut,AnnualMeanTemperature,-5.670520932,,,,
B373,Great Whale Inuit,xd1017,queb1248,Nunavik,Eskimo-Aleut,AnnualMeanTemperature,-5.624499826,,,,
B362,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-5.478196827,,,,
ec17,Negidal,xd625,negi1245,Negidal,Tungusic,AnnualMeanTemperature,-5.450823497,,,,
ec19,Orok,xd627,orok1265,Orok,Tungusic,AnnualMeanTemperature,-5.380600751,,,,
B350,Mountain Dene,xd1007,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-5.335783211,,,,
SCCS129,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-5.328890959,,,,
Na30,Dene,xd1046,chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-5.323807155,,,,
B379,Sivokamiut Inuit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,AnnualMeanTemperature,-5.241009663,,,,
Na11,Sivokakmeit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,AnnualMeanTemperature,-5.241009663,,,,
B297,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,AnnualMeanTemperature,-5.21462063,,,,
B24,Ket,xd636,kett1243,Ket,Yeniseian,AnnualMeanTemperature,-5.140265806,,,,
Ec8,Ket,xd636,kett1243,Ket,Yeniseian,AnnualMeanTemperature,-5.140265806,,,,
B347,Tahltan,xd1043,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-5.13598167,,,,
B364,Holikachuk,xd1013,holi1241,Holikachuk,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-4.925037611,,,,
Ee4,Tibetans,xd656,tibe1272,Tibetan,Sino-Tibetan,AnnualMeanTemperature,-4.779496479,,,,
SCCS53,Yurak-Samoyeds,xd632,nene1249,Tundra Nenets,Uralic,AnnualMeanTemperature,-4.752981222,,,,
SCCS122,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-4.229181705,,,,
B355,Dene,xd1046,chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-4.124586251,,,,
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.958219382,,,,
B357,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.860272428,,,,
Na8,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.836284837,,,,
B23,Orogens,xd915,oroq1238,Oroqen,Tungusic,AnnualMeanTemperature,-3.779300772,,,,
Na27,Tahltan,xd1043,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.674496641,,,,
B346,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.609410235,,,,
SCCS66,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,AnnualMeanTemperature,-3.590068385,,,,
Ec10,Ob Ostyak,xd618,khan1273,Kazym-Berezover-Suryskarer Khanty,Uralic,AnnualMeanTemperature,-3.543457333,,,,
ec13,Itelmen,xd621,itel1242,Itelmen,Chukotko-Kamchatkan,AnnualMeanTemperature,-3.525739811,,,,
WNAI6,Gitxsan,xd998,gitx1241,Gitxsan,Tsimshian,AnnualMeanTemperature,-3.436444997,,,,
B345,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.418566588,,,,
WNAI1,North Tlingit,xd1431,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.366562512,,,,
SCCS128,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-3.308620135,,,,
Ec1,Nivkh,xd617,gily1242,Nivkh,,AnnualMeanTemperature,-3.29322576,,,,
SCCS119,Nivkh,xd617,gily1242,Nivkh,,AnnualMeanTemperature,-3.29322576,,,,
B296,Kuskowagmut,xd1000,kusk1241,General Central Yup'ik,Eskimo-Aleut,AnnualMeanTemperature,-3.252607523,,,,
B25,Nivkh,xd617,gily1242,Nivkh,,AnnualMeanTemperature,-3.25227176,,,,
B342,Montagnais,xd1048,mont1268,Montagnais,Algic,AnnualMeanTemperature,-3.237498644,,,,
B353,Attawapiskat Cree,xd1065,swam1239,Swampy Cree,Algic,AnnualMeanTemperature,-3.0316713,,,,
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,AnnualMeanTemperature,-3.004725361,,,,
Eb3,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,AnnualMeanTemperature,-2.986826334,,,,
SCCS52,Sami,xd544,nort2671,North Saami,Uralic,AnnualMeanTemperature,-2.859550575,,,,
ec18,Ulch,xd626,ulch1241,Ulch,Tungusic,AnnualMeanTemperature,-2.851321261,,,,
Na17,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-2.662087555,,,,
ec20,Oroch,xd629,oroc1248,Oroch,Tungusic,AnnualMeanTemperature,-2.562208715,,,,
Na45,Mistissini Cree,xd1062,sout2978,Southern East Cree,Algic,AnnualMeanTemperature,-2.473085779,,,,
Cg4,Sami,xd544,nort2671,North Saami,Uralic,AnnualMeanTemperature,-2.461088449,,,,
Ed1,Koreans,xd638,kore1280,Korean,Koreanic,AnnualMeanTemperature,-2.458942668,,,,
Nb22,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-2.240602942,,,,
B338,Mistissini Cree,xd1062,sout2978,Southern East Cree,Algic,AnnualMeanTemperature,-2.200515561,,,,
B295,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-1.863549431,,,,
B299,Nunivak,xd1064,kusk1241,General Central Yup'ik,Eskimo-Aleut,AnnualMeanTemperature,-1.826063943,,,,
ec15,Mansi,xd623,mans1258,Northern Mansi,Uralic,AnnualMeanTemperature,-1.820360927,,,,
Na28,Sekani,xd1044,seka1250,Sekani,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-1.783701181,,,,
B293,Gitxsan,xd998,gitx1241,Gitxsan,Tsimshian,AnnualMeanTemperature,-1.744110631,,,,
B344,Beaver,xd1045,beav1236,Beaver,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-1.682112442,,,,
Ec11,Selkup,xd619,selk1253,Selkup,Uralic,AnnualMeanTemperature,-1.619591672,,,,
Na7,Attawapiskat Cree,xd1065,swam1239,Swampy Cree,Algic,AnnualMeanTemperature,-1.616188271,,,,
Eb6,Buryat,xd614,russ1264,Russia Buriat,Mongolic,AnnualMeanTemperature,-1.361441369,,,,
Na6,Nunivak,xd1064,kusk1241,General Central Yup'ik,Eskimo-Aleut,AnnualMeanTemperature,-1.294979725,,,,
B333,Shuswap,xd1143,shus1248,Shuswap,Salishan,AnnualMeanTemperature,-0.987222779,,,,
Nb5,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-0.8033036,,,,
SCCS130,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-0.8033036,,,,
WNAI93,Dakelh (Alkatcho Carrier),xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-0.675228643,,,,
Na29,Beaver,xd1045,beav1236,Beaver,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,-0.587348288,,,,
SCCS115,Manchu,xd646,manc1252,Manchu,Tungusic,AnnualMeanTemperature,-0.555777366,,,,
B335,Round Lake Ojibwa,xd1003,seve1241,Severn River Ojibwa,Algic,AnnualMeanTemperature,-0.317588225,,,,
B341,Wegamon Ojibwa,xd1006,seve1241,Severn River Ojibwa,Algic,AnnualMeanTemperature,-0.317588225,,,,
Ne13,Kainai,xd1212,bloo1239,Blood,Algic,AnnualMeanTemperature,-0.288960179,,,,
B360,Waskaganish,xd1011,sout2978,Southern East Cree,Algic,AnnualMeanTemperature,-0.158046573,,,,
Eb2,Tu,xd610,tuuu1240,Tu,Mongolic,AnnualMeanTemperature,-0.156773146,,,,
B343,Sekani,xd1044,seka1250,Sekani,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,0.186021984,,,,
ec21,Udihe,xd630,udih1248,Udihe,Tungusic,AnnualMeanTemperature,0.277397471,,,,
SCCS125,Montagnais,xd1048,mont1268,Montagnais,Algic,AnnualMeanTemperature,0.278148655,,,,
Eb4,Dagur,xd612,daur1238,Dagur,Mongolic,AnnualMeanTemperature,0.31815044,,,,
WNAI95,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,0.357076767,,,,
B336,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,0.37757664,,,,
B339,North Albany Ojibwa,xd1004,wini1244,Winisk River Ojibwa,Algic,AnnualMeanTemperature,0.424737742,,,,
B348,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,0.439815632,,,,
ch19,Karelians,xd556,livv1243,Livvi,Uralic,AnnualMeanTemperature,0.824553757,,,,
Na19,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,0.885064184,,,,
Cg2,Icelanders,xd542,icel1247,Icelandic,Indo-European,AnnualMeanTemperature,0.899555602,,,,
B332,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,AnnualMeanTemperature,0.92839946,,,,
B340,Waswanipi Cree,xd1005,sout2978,Southern East Cree,Algic,AnnualMeanTemperature,0.945667184,,,,
Nb10,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,1.025036863,,,,
Nd7,Kutenai,xd1205,kute1249,Kutenai,,AnnualMeanTemperature,1.034683176,,,,
Na31,Eastern Cree,xd1047,sout2978,Southern East Cree,Algic,AnnualMeanTemperature,1.04264468,,,,
B349,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,1.122960764,,,,
B334,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,AnnualMeanTemperature,1.13647026,,,,
Na34,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,AnnualMeanTemperature,1.13647026,,,,
B294,Koniag,xd999,koni1262,Koniag,Eskimo-Aleut,AnnualMeanTemperature,1.156670794,,,,
WNAI94,Dakelh (Lower Carrier),xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,1.243727895,,,,
WNAI96,Shuswap,xd1143,shus1248,Shuswap,Salishan,AnnualMeanTemperature,1.319477773,,,,
Nd62,Uncompahgre Ute,xd1199,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,1.426843598,,,,
SCCS127,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,AnnualMeanTemperature,1.479570546,,,,
Nd8,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,1.570405763,,,,
Nd47,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,1.578531139,,,,
Na35,Nipigon,xd1051,cent2136,Central Ojibwa,Algic,AnnualMeanTemperature,1.677713124,,,,
WNAI126,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,1.719998546,,,,
B325,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,AnnualMeanTemperature,1.794314756,,,,
B227,Wind River Eastern Shoshone,xd1201,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,1.819460501,,,,
Ne18,Piegan,xd1217,pieg1239,Piegan,Algic,AnnualMeanTemperature,1.87093403,,,,
Ne7,Sarcee,xd1226,sars1236,Sarsi,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,1.897349458,,,,
Nd11,Shuswap,xd1143,shus1248,Shuswap,Salishan,AnnualMeanTemperature,1.899933104,,,,
Ec9,Nanai,xd637,nana1257,Nanai,Tungusic,AnnualMeanTemperature,1.926327279,,,,
Nd64,Wind River Eastern Shoshone,xd1201,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,2.058302962,,,,
WNAI128,Wind River Eastern Shoshone,xd1201,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,2.058302962,,,,
B232,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,2.14729367,,,,
WNAI97,Lillooet,xd1207,lill1248,Lillooet,Salishan,AnnualMeanTemperature,2.223255567,,,,
Nd12,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,AnnualMeanTemperature,2.228565476,,,,
WNAI98,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,AnnualMeanTemperature,2.246047768,,,,
B337,Nipigon,xd1051,cent2136,Central Ojibwa,Algic,AnnualMeanTemperature,2.26337013,,,,
B276,Lillooet,xd1207,lill1248,Lillooet,Salishan,AnnualMeanTemperature,2.328834195,,,,
SCCS132,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,AnnualMeanTemperature,2.353052287,,,,
Nb12,Klahoose,xd1071,slia1241,Sliammon,Salishan,AnnualMeanTemperature,2.369375671,,,,
Na33,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,AnnualMeanTemperature,2.477847848,,,,
Na32,Montagnais,xd1048,mont1268,Montagnais,Algic,AnnualMeanTemperature,2.482701029,,,,
B259,Kainai,xd1212,bloo1239,Blood,Algic,AnnualMeanTemperature,2.496059244,,,,
Nd20,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,AnnualMeanTemperature,2.587970522,,,,
Nd46,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,2.642343603,,,,
B260,Sarcee,xd1226,sars1236,Sarsi,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,2.657565755,,,,
WNAI5,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,AnnualMeanTemperature,2.739294285,,,,
B330,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,AnnualMeanTemperature,2.760736991,,,,
B252,Bannock,xd1200,bann1248,Bannock,Uto-Aztecan,AnnualMeanTemperature,2.770848036,,,,
Eb7,Chahar,xd615,peri1253,Peripheral Mongolian,Mongolic,AnnualMeanTemperature,2.802726214,,,,
SCCS171,Inca,xd1374,cusc1236,Cusco Quechua,Quechuan,AnnualMeanTemperature,2.855437559,,,,
Ee3,Lepcha,xd655,lepc1244,Lepcha,Sino-Tibetan,AnnualMeanTemperature,2.867253677,,,,
SCCS65,Kazakh,xd609,kaza1248,Kazakh,Turkic,AnnualMeanTemperature,2.868138877,,,,
B258,Plains Cree,xd1218,plai1258,Plains Cree,Algic,AnnualMeanTemperature,2.956964663,,,,
ch27,Veps,xd565,veps1250,Veps,Uralic,AnnualMeanTemperature,3.065800149,,,,
Nd10,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,AnnualMeanTemperature,3.078288186,,,,
B298,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,AnnualMeanTemperature,3.10205564,,,,
SCCS123,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,AnnualMeanTemperature,3.10205564,,,,
WNAI105,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,AnnualMeanTemperature,3.227367017,,,,
WNAI106,Kutenai,xd1205,kute1249,Kutenai,,AnnualMeanTemperature,3.257721825,,,,
B322,Syilx,xd1001,sout2963,Southern Okanogan,Salishan,AnnualMeanTemperature,3.287156176,,,,
ch13,Besermyan,xd550,nort2676,North Udmurt,Uralic,AnnualMeanTemperature,3.29110376,,,,
Na37,Rainy River Ojibwe,xd1053,rain1239,Rainy River Ojibwa,Algic,AnnualMeanTemperature,3.316653316,,,,
WNAI7,Haisla,xd1105,hais1244,Haisla,Wakashan,AnnualMeanTemperature,3.36999371,,,,
B250,Kutenai,xd1205,kute1249,Kutenai,,AnnualMeanTemperature,3.494287174,,,,
Nb13,Squamish,xd1072,squa1248,Squamish,Salishan,AnnualMeanTemperature,3.579724673,,,,
Ed3,Manchu,xd646,manc1252,Manchu,Tungusic,AnnualMeanTemperature,3.622564061,,,,
B54,Ona,xd1385,onaa1245,Selk'nam,Chonan,AnnualMeanTemperature,3.631821502,,,,
B291,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,AnnualMeanTemperature,3.653464691,,,,
Ne4,Crow,xd1223,crow1244,Crow,Siouan,AnnualMeanTemperature,3.666578006,,,,
Sg3,Ona,xd1385,onaa1245,Selk'nam,Chonan,AnnualMeanTemperature,3.673220667,,,,
Ne14,Bungi,xd1213,west1510,Western Ojibwa,Algic,AnnualMeanTemperature,3.681031807,,,,
WNAI99,Syilx,xd1001,sout2963,Southern Okanogan,Salishan,AnnualMeanTemperature,3.715973619,,,,
Nd13,Kalispel,xd1145,kali1309,Kalispel,Salishan,AnnualMeanTemperature,3.721540491,,,,
SCCS139,Kutenai,xd1205,kute1249,Kutenai,,AnnualMeanTemperature,3.721540491,,,,
Na9,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,AnnualMeanTemperature,3.756624331,,,,
WNAI19,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,AnnualMeanTemperature,3.823922938,,,,
WNAI14,Klahoose,xd1071,slia1241,Sliammon,Salishan,AnnualMeanTemperature,3.854195186,,,,
B321,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,AnnualMeanTemperature,3.859662927,,,,
Nd15,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,AnnualMeanTemperature,3.859662927,,,,
Ea5,Nuristani,xd604,kamv1242,Kamviri,Indo-European,AnnualMeanTemperature,3.926299206,,,,
Nb8,Haisla,xd1105,hais1244,Haisla,Wakashan,AnnualMeanTemperature,3.984806691,,,,
B268,Squamish,xd1072,squa1248,Squamish,Salishan,AnnualMeanTemperature,3.984835089,,,,
WNAI16,Squamish,xd1072,squa1248,Squamish,Salishan,AnnualMeanTemperature,3.984835089,,,,
ch14,Chuvash,xd551,chuv1255,Chuvash,Turkic,AnnualMeanTemperature,4.02812937,,,,
ch26,Udmurt,xd564,sout2681,South Udmurt,Uralic,AnnualMeanTemperature,4.02812937,,,,
B55,Yahgan,xd1383,yama1264,Yámana,,AnnualMeanTemperature,4.040226215,,,,
Sg1,Yahgan,xd1383,yama1264,Yámana,,AnnualMeanTemperature,4.040226215,,,,
Cf5,French Canadians,xd540,stan1290,French,Indo-European,AnnualMeanTemperature,4.050936209,,,,
B256,Blackfoot,xd1211,pieg1239,Piegan,Algic,AnnualMeanTemperature,4.092907681,,,,
Sf2,Aymara,xd1375,cent2142,Central Aymara,Aymaran,AnnualMeanTemperature,4.154832433,,,,
Sf9,Uru,xd1382,uruu1244,Uru,Uru-Chipaya,AnnualMeanTemperature,4.154832433,,,,
SCCS186,Yahgan,xd1383,yama1264,Yámana,,AnnualMeanTemperature,4.249552757,,,,
Ea3,Hazara,xd602,haza1239,Hazaragi,Indo-European,AnnualMeanTemperature,4.254842548,,,,
Nd61,Taviwatsiu,xd1198,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,4.408041155,,,,
Nb7,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,AnnualMeanTemperature,4.529848214,,,,
