society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ca17,Tsamai,xd423,tsam1247,Tsamai,Afro-Asiatic,AnnualMeanTemperature,24.26918515,,,,
Ca18,Arbore,xd424,arbo1245,Arbore,Afro-Asiatic,AnnualMeanTemperature,24.26918515,,,,
Ai45,Meban,xd376,maba1273,Mabaan,Nilotic,AnnualMeanTemperature,24.27147736,,,,
Cb6,Tera,xd483,tera1251,Tera,Afro-Asiatic,AnnualMeanTemperature,24.28622278,,,,
Ad27,Kwere,xd95,kwer1261,Kwere,Atlantic-Congo,AnnualMeanTemperature,24.29898087,,,,
Ie23,Muju,xd800,sout2940,South Muyu,Nuclear Trans New Guinea,AnnualMeanTemperature,24.30955013,,,,
Af27,Eloyi,xd205,eloy1241,Eloyi,Atlantic-Congo,AnnualMeanTemperature,24.31231705,,,,
Af50,Dan,xd231,gwee1242,Gweetaawu,Mande,AnnualMeanTemperature,24.31231705,,,,
Ah11,Basa,xd300,basa1282,Basa (Nigeria),Atlantic-Congo,AnnualMeanTemperature,24.31231705,,,,
Eg12,Khond,xd675,kuii1252,Kui (India),Dravidian,AnnualMeanTemperature,24.32529768,,,,
Eg14,Reddi,xd677,mukh1238,Mukha-Dora,Dravidian,AnnualMeanTemperature,24.32529768,,,,
Sc12,Macushi,xd1338,macu1259,Macushi,Cariban,AnnualMeanTemperature,24.33176972,,,,
Af10,Igbo,xd187,nucl1417,Igbo,Atlantic-Congo,AnnualMeanTemperature,24.33533063,,,,
Ac41,Makonde,xd68,mako1251,Makonde,Atlantic-Congo,AnnualMeanTemperature,24.34536594,,,,
Ej14,Senoi,xd721,sema1266,Semai,Austroasiatic,AnnualMeanTemperature,24.36833305,,,,
Cb9,Hausa Kanawa,xd486,kano1249,Kano,Afro-Asiatic,AnnualMeanTemperature,24.37438448,,,,
Ag43,Vagala,xd281,vagl1239,Vagla,Atlantic-Congo,AnnualMeanTemperature,24.37653513,,,,
Cb13,Habbaniya,xd462,nort3133,North Kordofan Arabic,Afro-Asiatic,AnnualMeanTemperature,24.38538829,,,,
B111,Mardudjara,xd958,mart1256,Martu Wangka,Pama-Nyungan,AnnualMeanTemperature,24.40166807,,,,
Af6,Oyo Yoruba,xd240,ilaa1245,Ila (Yoruba),Atlantic-Congo,AnnualMeanTemperature,24.40650964,,,,
Nj14,Tequistlatec,xd1300,high1242,Highland Oaxaca Chontal,Tequistlatecan,AnnualMeanTemperature,24.4090775,,,,
Sc4,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,AnnualMeanTemperature,24.42383966,,,,
Eg3,Madia,xd679,mari1414,Maria (India),Dravidian,AnnualMeanTemperature,24.4290047,,,,
B96,Kuku (Yalanji),xd946,kuku1273,Kuku-Yalanji,Pama-Nyungan,AnnualMeanTemperature,24.43094883,,,,
Cb25,Tazarawa,xd475,haus1257,Hausa,Afro-Asiatic,AnnualMeanTemperature,24.44482306,,,,
Ad29,Hadimu,xd97,pemb1239,Pemba,Atlantic-Congo,AnnualMeanTemperature,24.44982029,,,,
Af8,Nupe,xd242,nupe1254,Nupe-Nupe-Tako,Atlantic-Congo,AnnualMeanTemperature,24.45221458,,,,
Ie6,Waropen,xd820,waro1242,Waropen,Austronesian,AnnualMeanTemperature,24.45402533,,,,
Aj24,Toposa,xd400,topo1242,Toposa,Nilotic,AnnualMeanTemperature,24.47161082,,,,
Si10,Kuikuru,xd1398,kuik1246,Kuikúro-Kalapálo,Cariban,AnnualMeanTemperature,24.4736998,,,,
Aj3,Nuer,xd406,nuer1246,Nuer,Nilotic,AnnualMeanTemperature,24.47479061,,,,
Ah22,Yergum,xd312,taro1263,Tarok,Atlantic-Congo,AnnualMeanTemperature,24.48420682,,,,
SCCS175,Trumai,xd1399,trum1247,Trumai,,AnnualMeanTemperature,24.4858271,,,,
Ah16,Angas,xd305,ngas1240,Ngas,Afro-Asiatic,AnnualMeanTemperature,24.49150511,,,,
Si5,Kamayurá,xd1402,kama1373,Kamayurá,Tupian,AnnualMeanTemperature,24.49750805,,,,
Si9,Aweti,xd1406,awet1244,Awetí,Tupian,AnnualMeanTemperature,24.49750805,,,,
SCCS17,Igbo,xd187,nucl1417,Igbo,Atlantic-Congo,AnnualMeanTemperature,24.51129968,,,,
Ij6,Hawaiians,xd895,hawa1245,Hawaiian,Austronesian,AnnualMeanTemperature,24.51511274,,,,
Ac8,Yombe,xd74,yomb1244,Yombe,Atlantic-Congo,AnnualMeanTemperature,24.517755,,,,
Sj6,Tenetehara,xd1414,temb1276,Tenetehara,Tupian,AnnualMeanTemperature,24.52469856,,,,
Cd1,Barabra,xd507,kenu1236,Kenuzi-Dongola,Nubian,AnnualMeanTemperature,24.53861042,,,,
Af41,Attie,xd221,atti1239,Attié,Atlantic-Congo,AnnualMeanTemperature,24.53902011,,,,
Si3,Bacairi,xd1400,baka1277,Bakairí,Cariban,AnnualMeanTemperature,24.55447598,,,,
B3,Anak Dalam,xd757,kubu1239,Kubu,Austronesian,AnnualMeanTemperature,24.55501025,,,,
Se4,Yagua,xd1368,yagu1244,Yagua,Peba-Yagua,AnnualMeanTemperature,24.56758894,,,,
Se2,Ticuna,xd1366,ticu1245,Ticuna,Ticuna-Yuri,AnnualMeanTemperature,24.57226547,,,,
Ie34,Bgu,xd812,bong1287,Bonggo,Austronesian,AnnualMeanTemperature,24.57731469,,,,
B15,Chenchu,xd672,chen1255,Chenchu,Dravidian,AnnualMeanTemperature,24.59733248,,,,
Ej8,Malays,xd730,mala1479,Colloquial Malay,Austronesian,AnnualMeanTemperature,24.60709886,,,,
SCCS82,Negri Sembilan,xd723,nege1240,Negeri Sembilan Malay,Austronesian,AnnualMeanTemperature,24.61545988,,,,
Ag27,Diula,xd263,dyul1238,Dyula,Mande,AnnualMeanTemperature,24.62079754,,,,
Ih10,Tannese,xd863,sout2869,Southwest Tanna,Austronesian,AnnualMeanTemperature,24.62106067,,,,
B109,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,AnnualMeanTemperature,24.63253719,,,,
Eg5,Kodavas,xd681,koda1255,Kodava,Dravidian,AnnualMeanTemperature,24.64129611,,,,
Se8,Amahuaca,xd1372,amah1246,Amahuaca,Pano-Tacanan,AnnualMeanTemperature,24.64855453,,,,
SCCS25,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,AnnualMeanTemperature,24.649394,,,,
Sj7,Apinaye,xd1415,apin1244,Apinayé,Nuclear-Macro-Je,AnnualMeanTemperature,24.65177344,,,,
B39,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,AnnualMeanTemperature,24.66086102,,,,
Ca6,Afar,xd454,afar1241,Afar,Afro-Asiatic,AnnualMeanTemperature,24.66467787,,,,
Ca2,Somali,xd426,nort3051,Northern Somali,Afro-Asiatic,AnnualMeanTemperature,24.66587207,,,,
Ie39,Elema,xd817,orok1267,Orokolo,Eleman,AnnualMeanTemperature,24.67037568,,,,
Se1,Sirionó,xd1362,siri1273,Sirionó,Tupian,AnnualMeanTemperature,24.67523268,,,,
Af34,Ife,xd213,ifee1241,Ifè,Atlantic-Congo,AnnualMeanTemperature,24.67961895,,,,
Ni7,Yaqui,xd1292,yaqu1251,Yaqui,Uto-Aztecan,AnnualMeanTemperature,24.68370865,,,,
Ah34,Bata,xd325,bata1314,Bata,Afro-Asiatic,AnnualMeanTemperature,24.68768162,,,,
Ah36,Gude,xd327,gude1246,Gude,Afro-Asiatic,AnnualMeanTemperature,24.68768162,,,,
Ah37,Hwana,xd328,hwan1240,Hwana,Afro-Asiatic,AnnualMeanTemperature,24.68768162,,,,
Ef5,Bhil,xd667,bhil1251,Bhili,Indo-European,AnnualMeanTemperature,24.69295107,,,,
Af11,Toma,xd188,toma1245,Toma,Mande,AnnualMeanTemperature,24.71808026,,,,
Ag9,Malinke,xd297,kita1249,Kita Maninkakan,Mande,AnnualMeanTemperature,24.71808026,,,,
Ae47,Puku,xd168,bata1285,Batanga,Atlantic-Congo,AnnualMeanTemperature,24.72389561,,,,
Af31,Koro,xd210,ashe1269,Ashe,Atlantic-Congo,AnnualMeanTemperature,24.72755085,,,,
Cc10,Asben,xd488,taya1257,Tayart Tamajeq,Afro-Asiatic,AnnualMeanTemperature,24.72755085,,,,
Ac43,Mambwe,xd70,mamb1296,Mambwe-Lungu,Atlantic-Congo,AnnualMeanTemperature,24.72892709,,,,
SCCS62,Santal,xd661,sant1410,Santali,Austroasiatic,AnnualMeanTemperature,24.74344249,,,,
Ii12,Tongans,xd878,tong1325,Tonga (Tonga Islands),Austronesian,AnnualMeanTemperature,24.75069207,,,,
Af49,Sapo,xd229,sapo1251,Sapo,Atlantic-Congo,AnnualMeanTemperature,24.75258992,,,,
Aj19,Didinga,xd394,didi1258,Didinga,Surmic,AnnualMeanTemperature,24.75381072,,,,
Sd1,Munduruku,xd1353,mund1330,Mundurukú,Tupian,AnnualMeanTemperature,24.75392663,,,,
Ef1,Santal,xd661,sant1410,Santali,Austroasiatic,AnnualMeanTemperature,24.76057981,,,,
Af42,Fante,xd222,fant1241,Fante,Atlantic-Congo,AnnualMeanTemperature,24.76505078,,,,
Af19,Efik,xd196,efik1245,Efik,Atlantic-Congo,AnnualMeanTemperature,24.77192821,,,,
Af20,Ibibio,xd198,ibib1240,Ibibio,Atlantic-Congo,AnnualMeanTemperature,24.77192821,,,,
Ia15,Manobo,xd738,agus1235,Agusan Manobo,Austronesian,AnnualMeanTemperature,24.77918648,,,,
Af37,Buem,xd216,siwu1238,Siwu,Atlantic-Congo,AnnualMeanTemperature,24.80392834,,,,
B37,Akurio,xd916,akur1238,Akurio,Cariban,AnnualMeanTemperature,24.8047631,,,,
Sc14,Rucuyen,xd1340,waya1269,Wayana,Cariban,AnnualMeanTemperature,24.8047631,,,,
Sc17,Piapoco,xd1343,piap1246,Piapoco,Arawakan,AnnualMeanTemperature,24.81321405,,,,
Eg2,Tamil,xd678,tami1289,Tamil,Dravidian,AnnualMeanTemperature,24.81924513,,,,
SCCS59,Punjabi,xd600,west2386,Western Panjabi,Indo-European,AnnualMeanTemperature,24.82428021,,,,
Ni4,Seri,xd1289,seri1257,Seri,,AnnualMeanTemperature,24.82833869,,,,
B17,Paliyans,xd910,pali1274,Paliyan,Dravidian,AnnualMeanTemperature,24.83124358,,,,
Sd5,Sateré Mawé,xd1357,sate1243,Sateré-Mawé,Tupian,AnnualMeanTemperature,24.83698322,,,,
Ag6,Futajalonke,xd294,pula1262,Pular,Atlantic-Congo,AnnualMeanTemperature,24.83845237,,,,
SCCS165,Saramaccan ,xd1349,sara1340,Saramaccan,Indo-European,AnnualMeanTemperature,24.84095064,,,,
Ah5,Margi,xd332,marg1265,Marghi Central,Afro-Asiatic,AnnualMeanTemperature,24.84576027,,,,
Ai36,Jur,xd366,luok1236,Luo (Kenya and Tanzania),Nilotic,AnnualMeanTemperature,24.84792175,,,,
Cc8,Aulliminden,xd505,ioul1238,Ioullemmeden,Afro-Asiatic,AnnualMeanTemperature,24.86054144,,,,
Ib1,Iban,xd750,iban1264,Iban,Austronesian,AnnualMeanTemperature,24.86346763,,,,
Eg1,Chenchu,xd672,chen1255,Chenchu,Dravidian,AnnualMeanTemperature,24.8681852,,,,
Si2,Trumai,xd1399,trum1247,Trumai,,AnnualMeanTemperature,24.89278821,,,,
Sa15,Jakaltek,xd1315,popt1235,Popti',Mayan,AnnualMeanTemperature,24.89761622,,,,
Sa6,Yucatec Maya,xd1322,yuca1254,Yucatec Maya,Mayan,AnnualMeanTemperature,24.90360885,,,,
Ej5,Khmer,xd727,cent1989,Central Khmer,Austroasiatic,AnnualMeanTemperature,24.91698418,,,,
Af45,Avikam,xd225,avik1243,Avikam,Atlantic-Congo,AnnualMeanTemperature,24.92835613,,,,
Ca34,Ababda,xd442,abab1239,Ababda,Afro-Asiatic,AnnualMeanTemperature,24.9442543,,,,
Ib4,Toba Batak,xd753,bata1289,Batak Toba,Austronesian,AnnualMeanTemperature,24.94828185,,,,
Ae2,Kpe,xd138,mokp1239,Mokpwe,Atlantic-Congo,AnnualMeanTemperature,24.94847173,,,,
B19,Kadar,xd912,kada1242,Kadar,Dravidian,AnnualMeanTemperature,24.95093856,,,,
Ib6,Minangkabau,xd755,mina1268,Minangkabau,Austronesian,AnnualMeanTemperature,24.95685278,,,,
Ag32,Senufo,xd269,ceba1235,Cebaara Senoufo,Atlantic-Congo,AnnualMeanTemperature,24.96028286,,,,
Ii9,Niueans,xd888,niue1239,Niuean,Austronesian,AnnualMeanTemperature,24.96269324,,,,
Ca32,Nara,xd440,nara1262,Nara,,AnnualMeanTemperature,24.96757397,,,,
SCCS182,Lengua,xd1396,leng1262,Lengua,Lengua-Mascoy,AnnualMeanTemperature,24.98117625,,,,
Cc17,Delim,xd495,hass1238,Hassaniyya,Afro-Asiatic,AnnualMeanTemperature,24.98811375,,,,
Ah14,Kamuku,xd303,cind1241,Yara,Atlantic-Congo,AnnualMeanTemperature,24.98985376,,,,
Sh5,Choroti,xd1392,iyow1239,Iyo'wujwa Chorote,Matacoan,AnnualMeanTemperature,25.00054367,,,,
Af24,Edo,xd202,bini1246,Bini,Atlantic-Congo,AnnualMeanTemperature,25.00101362,,,,
Cj10,Madan,xd587,meso1252,Gilit Mesopotamian Arabic,Afro-Asiatic,AnnualMeanTemperature,25.0032706,,,,
B12,Agta (Casiguran),xd906,casi1235,Casiguran-Nagtipunan Agta,Austronesian,AnnualMeanTemperature,25.02175468,,,,
B13,Agta (Isabela),xd907,agta1234,Agta-Pahanan,Austronesian,AnnualMeanTemperature,25.02175468,,,,
Af46,Bakwe,xd226,bakw1243,Bakwé,Atlantic-Congo,AnnualMeanTemperature,25.02406544,,,,
Ie29,Manam,xd806,mana1295,Manam,Austronesian,AnnualMeanTemperature,25.02548194,,,,
SCCS20,Mende,xd230,mend1266,Mende (Sierra Leone),Mande,AnnualMeanTemperature,25.03466813,,,,
Ih12,Eromangans,xd865,siee1239,Sie,Austronesian,AnnualMeanTemperature,25.05172849,,,,
Sd2,Tapirapé,xd1354,tapi1254,Tapirapé,Tupian,AnnualMeanTemperature,25.05868119,,,,
Ai42,Tullishi,xd373,tuli1249,Tulishi,Kadugli-Krongo,AnnualMeanTemperature,25.0612008,,,,
Ai43,Nyimang,xd374,amas1236,Ama (Sudan),Nyimang,AnnualMeanTemperature,25.0612008,,,,
Sh9,Lengua,xd1396,leng1262,Lengua,Lengua-Mascoy,AnnualMeanTemperature,25.06788413,,,,
Sj11,Shavante,xd1409,xava1240,Xavánte,Nuclear-Macro-Je,AnnualMeanTemperature,25.06905708,,,,
B14,Agta (Cagayan),xd908,cent2084,Central Cagayan Agta,Austronesian,AnnualMeanTemperature,25.08385263,,,,
Cc12,Ifora,xd490,tadh1242,Tadhaq,Afro-Asiatic,AnnualMeanTemperature,25.11113779,,,,
B108,Djaru,xd956,jaru1254,Jaru,Pama-Nyungan,AnnualMeanTemperature,25.12714439,,,,
Eg10,Telugu,xd673,telu1262,Telugu,Dravidian,AnnualMeanTemperature,25.13449491,,,,
Ai8,Dilling,xd382,dill1242,Dilling,Nubian,AnnualMeanTemperature,25.14718173,,,,
Ei3,Burmese,xd709,nucl1310,Burmese,Sino-Tibetan,AnnualMeanTemperature,25.14945401,,,,
SCCS164,Barama River Carib,xd1346,mura1272,Murato,Cariban,AnnualMeanTemperature,25.15772756,,,,
Ai12,Fali,xd340,sout2782,South Fali,Atlantic-Congo,AnnualMeanTemperature,25.15970476,,,,
Ai15,Mundang,xd343,mund1325,Mundang,Atlantic-Congo,AnnualMeanTemperature,25.15970476,,,,
Ai17,Gisiga,xd345,sout3051,South Giziga,Afro-Asiatic,AnnualMeanTemperature,25.15970476,,,,
Ia2,Sagada,xd742,nort2877,Northern Kankanay,Austronesian,AnnualMeanTemperature,25.16045489,,,,
Ia3,Ifugao,xd743,tuwa1243,Tuwali Ifugao,Austronesian,AnnualMeanTemperature,25.16045489,,,,
Ia8,Bontok,xd748,cent2292,Central Bontoc,Austronesian,AnnualMeanTemperature,25.16045489,,,,
SCCS112,Ifugao,xd743,tuwa1243,Tuwali Ifugao,Austronesian,AnnualMeanTemperature,25.16045489,,,,
Sa8,Mam,xd1324,mamm1241,Mam,Mayan,AnnualMeanTemperature,25.16416438,,,,
Sc6,Saramaccan ,xd1349,sara1340,Saramaccan,Indo-European,AnnualMeanTemperature,25.16417264,,,,
Ib5,Kadazan-Dusun,xd754,cent2100,Central Dusun,Austronesian,AnnualMeanTemperature,25.16709794,,,,
Sa14,Ngäbe,xd1314,ngab1239,Ngäbere,Chibchan,AnnualMeanTemperature,25.16788396,,,,
Aj11,Dinka,xd386,sout2832,Southwestern Dinka,Nilotic,AnnualMeanTemperature,25.17594399,,,,
Sh4,Kadiwéu,xd1391,kadi1248,Kadiwéu,Guaicuruan,AnnualMeanTemperature,25.18428816,,,,
Ai22,Sara,xd351,sarr1246,Sar,Central Sudanic,AnnualMeanTemperature,25.19426693,,,,
SCCS18,Fon,xd186,fonn1241,Fon,Atlantic-Congo,AnnualMeanTemperature,25.20216512,,,,
B66,Mikea,xd928,masi1268,Masikoro Malagasy,Austronesian,AnnualMeanTemperature,25.20442386,,,,
Af36,Ewe,xd215,aguu1242,Agu (Ewe),Atlantic-Congo,AnnualMeanTemperature,25.20482884,,,,
Ei7,Karen,xd713,pwow1235,Pwo Western Karen,Sino-Tibetan,AnnualMeanTemperature,25.20825485,,,,
Ej3,Semang,xd725,kens1248,Kensiu,Austroasiatic,AnnualMeanTemperature,25.22073264,,,,
SCCS77,Semang,xd725,kens1248,Kensiu,Austroasiatic,AnnualMeanTemperature,25.22073264,,,,
SCCS179,Shavante,xd1409,xava1240,Xavánte,Nuclear-Macro-Je,AnnualMeanTemperature,25.23372475,,,,
SCCS102,Mbau Fijians,xd867,bauu1243,Bau (Fijian),Austronesian,AnnualMeanTemperature,25.24018112,,,,
Ie10,Motu,xd786,motu1246,Motu,Austronesian,AnnualMeanTemperature,25.24328982,,,,
Ie20,Koita,xd797,koit1244,Koitabu,Koiarian,AnnualMeanTemperature,25.24328982,,,,
Ie22,Mekeo,xd799,meke1243,Mekeo,Austronesian,AnnualMeanTemperature,25.24328982,,,,
Cb14,Hemat,xd463,bath1248,Batha,Afro-Asiatic,AnnualMeanTemperature,25.24966583,,,,
Ag11,Lobi,xd246,lobi1245,Lobi,Atlantic-Congo,AnnualMeanTemperature,25.25313275,,,,
Ai20,Tupuri,xd349,tupu1244,Tupuri,Atlantic-Congo,AnnualMeanTemperature,25.2574582,,,,
SCCS176,Canela,xd1412,cane1242,Canela-Krahô,Nuclear-Macro-Je,AnnualMeanTemperature,25.27181449,,,,
Sa5,Bribri,xd1321,brib1243,Bribri,Chibchan,AnnualMeanTemperature,25.27433902,,,,
Ag48,Basari,xd286,ntch1242,Ntcham,Atlantic-Congo,AnnualMeanTemperature,25.2763049,,,,
Ea1,Sindhi,xd596,sind1272,Sindhi,Indo-European,AnnualMeanTemperature,25.27915525,,,,
Cb1,Maguzawa,xd458,kano1249,Kano,Afro-Asiatic,AnnualMeanTemperature,25.28502416,,,,
Cb29,Ngizim,xd479,ngiz1242,Ngizim,Afro-Asiatic,AnnualMeanTemperature,25.28502416,,,,
Sa4,Emberá,xd1320,nort2972,Northern Emberá,Chocoan,AnnualMeanTemperature,25.31639642,,,,
B41,Bororo,xd1397,boro1282,Bororo,Bororoan,AnnualMeanTemperature,25.32558359,,,,
Si1,Bororo,xd1397,boro1282,Bororo,Bororoan,AnnualMeanTemperature,25.32558359,,,,
Ib2,Javanese,xd751,java1254,Javanese,Austronesian,AnnualMeanTemperature,25.33792234,,,,
Af44,Alagya,xd224,alla1248,Alladian,Atlantic-Congo,AnnualMeanTemperature,25.34330238,,,,
Sj4,Canela,xd1412,cane1242,Canela-Krahô,Nuclear-Macro-Je,AnnualMeanTemperature,25.34380107,,,,
Af40,Assini,xd220,abur1243,Abure,Atlantic-Congo,AnnualMeanTemperature,25.37455134,,,,
Ih14,Mbau Fijians,xd867,bauu1243,Bau (Fijian),Austronesian,AnnualMeanTemperature,25.37761696,,,,
Ih8,Vanua Levu,xd874,nort2843,Northeast Vanua Levu,Austronesian,AnnualMeanTemperature,25.37761696,,,,
Ia16,Kalinga,xd739,lubu1243,Lubuagan Kalinga,Austronesian,AnnualMeanTemperature,25.38043492,,,,
Ad32,Giriama,xd101,giry1241,Giryama,Atlantic-Congo,AnnualMeanTemperature,25.38725483,,,,
Ag5,Birifor,xd288,sout2790,Southern Birifor,Atlantic-Congo,AnnualMeanTemperature,25.39308508,,,,
Ag49,Kabre,xd287,kabi1261,Kabiyé,Atlantic-Congo,AnnualMeanTemperature,25.40620476,,,,
Ag44,Dagomba,xd282,dagb1246,Dagbani,Atlantic-Congo,AnnualMeanTemperature,25.41229808,,,,
Af55,Gola,xd236,gola1255,Gola,Atlantic-Congo,AnnualMeanTemperature,25.41882766,,,,
Ca33,Kunama,xd441,kuna1268,Kunama,,AnnualMeanTemperature,25.41982196,,,,
SCCS38,Blin,xd445,bili1260,Bilin,Afro-Asiatic,AnnualMeanTemperature,25.42672819,,,,
Af32,Egba,xd211,egba1238,Egba,Atlantic-Congo,AnnualMeanTemperature,25.42741644,,,,
Ca20,Galab,xd427,daas1238,Daasanach,Afro-Asiatic,AnnualMeanTemperature,25.44471128,,,,
Ca21,Hamar,xd428,hame1242,Hamer-Banna,South Omotic,AnnualMeanTemperature,25.44471128,,,,
Cb24,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,AnnualMeanTemperature,25.44664026,,,,
Aj18,Bodi,xd393,meen1242,Me'en,Surmic,AnnualMeanTemperature,25.44894183,,,,
Ie30,Mimika,xd808,kamo1255,Kamoro,Nuclear Trans New Guinea,AnnualMeanTemperature,25.45189139,,,,
Ie21,Mailu,xd798,mail1248,Mailu,Mailuan,AnnualMeanTemperature,25.45957436,,,,
Ef3,Indo-Iranian,xd665,sans1269,Sanskrit,Indo-European,AnnualMeanTemperature,25.46283465,,,,
Ah38,Kapsiki,xd329,psik1239,Psikye,Afro-Asiatic,AnnualMeanTemperature,25.46309669,,,,
Ah39,Podokwo,xd330,park1239,Parkwa,Afro-Asiatic,AnnualMeanTemperature,25.46309669,,,,
Ah7,Mafa,xd334,mafa1239,Mafa,Afro-Asiatic,AnnualMeanTemperature,25.46309669,,,,
Cb19,Kanuri,xd468,cent2050,Central Kanuri,Saharan,AnnualMeanTemperature,25.4740022,,,,
B101,Kija,xd950,kitj1240,Kitja,Jarrakan,AnnualMeanTemperature,25.4755257,,,,
Ai6,Shilluk,xd380,shil1265,Shilluk,Nilotic,AnnualMeanTemperature,25.47652383,,,,
Ai9,Masa,xd383,masa1322,Masana,Afro-Asiatic,AnnualMeanTemperature,25.48419941,,,,
Sc18,Ndyuka,xd1344,ndyu1242,Aukan,Indo-European,AnnualMeanTemperature,25.48530893,,,,
SCCS31,Shilluk,xd380,shil1265,Shilluk,Nilotic,AnnualMeanTemperature,25.49383687,,,,
SCCS161,Callinago,xd1326,isla1278,Island Carib,Arawakan,AnnualMeanTemperature,25.50682844,,,,
Sb1,Callinago,xd1326,isla1278,Island Carib,Arawakan,AnnualMeanTemperature,25.50682844,,,,
Ae46,Mpongwe,xd167,myen1241,Myene,Atlantic-Congo,AnnualMeanTemperature,25.51167805,,,,
Af35,Adangme,xd214,adan1247,Adangme,Atlantic-Congo,AnnualMeanTemperature,25.52951265,,,,
Af43,Ga,xd223,gaaa1244,Ga,Atlantic-Congo,AnnualMeanTemperature,25.52951265,,,,
Ig14,Dahuni,xd846,suau1242,Suau,Austronesian,AnnualMeanTemperature,25.53606853,,,,
Cb15,Messiria Humr,xd464,tama1331,Tama (Chad),Tamaic,AnnualMeanTemperature,25.54747012,,,,
Ea13,Punjabi,xd600,west2386,Western Panjabi,Indo-European,AnnualMeanTemperature,25.55481334,,,,
SCCS83,Javanese,xd751,java1254,Javanese,Austronesian,AnnualMeanTemperature,25.55696499,,,,
Cb10,Karekare,xd459,kare1348,Karekare,Afro-Asiatic,AnnualMeanTemperature,25.56871731,,,,
Ai10,Otoro,xd338,otor1240,Otoro,Heibanic,AnnualMeanTemperature,25.57075194,,,,
Ai37,Koalib,xd367,koal1240,Koalib-Rere,Heibanic,AnnualMeanTemperature,25.57075194,,,,
SCCS30,Otoro,xd338,otor1240,Otoro,Heibanic,AnnualMeanTemperature,25.57432579,,,,
Af1,Fon,xd186,fonn1241,Fon,Atlantic-Congo,AnnualMeanTemperature,25.5805295,,,,
Ag34,Dorosie,xd271,dogo1295,Dogosé,Atlantic-Congo,AnnualMeanTemperature,25.60410556,,,,
Id5,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,AnnualMeanTemperature,25.6077913,,,,
Ih4,Lau,xd870,laua1243,Lauan,Austronesian,AnnualMeanTemperature,25.60874294,,,,
B9,Semang,xd725,kens1248,Kensiu,Austroasiatic,AnnualMeanTemperature,25.61355624,,,,
Ai38,Korongo,xd368,kron1241,Krongo,Kadugli-Krongo,AnnualMeanTemperature,25.62836725,,,,
SCCS158,Guna,xd1309,bord1248,Border Kuna,Chibchan,AnnualMeanTemperature,25.63321452,,,,
Ag40,Isala,xd278,tumu1242,Tumulung Sisaala,Atlantic-Congo,AnnualMeanTemperature,25.63873897,,,,
Cc1,Regeibat,xd487,hass1238,Hassaniyya,Afro-Asiatic,AnnualMeanTemperature,25.6405225,,,,
Sa9,Miskito,xd1325,misk1235,Mískito,Misumalpan,AnnualMeanTemperature,25.64400906,,,,
Eh8,Sakalava,xd694,saka1291,West Malagasy Sakalava,Austronesian,AnnualMeanTemperature,25.64419991,,,,
Sj1,Carajá,xd1407,kara1500,Karajá,Nuclear-Macro-Je,AnnualMeanTemperature,25.64519515,,,,
SCCS27,Masa,xd383,masa1322,Masana,Afro-Asiatic,AnnualMeanTemperature,25.66892166,,,,
B35,Paraujano,xd1330,para1316,Paraujano,Arawakan,AnnualMeanTemperature,25.67747345,,,,
B89,Yiiji,xd942,wuna1249,Wunambal,Worrorran,AnnualMeanTemperature,25.6860364,,,,
Aj5,Turkana,xd410,turk1308,Turkana,Nilotic,AnnualMeanTemperature,25.68695862,,,,
B98,Walmbaria,xd947,flin1247,Flinders Island,Pama-Nyungan,AnnualMeanTemperature,25.69547252,,,,
Cc14,Daza,xd492,daza1242,Dazaga,Saharan,AnnualMeanTemperature,25.71622716,,,,
Sa1,Guna,xd1309,bord1248,Border Kuna,Chibchan,AnnualMeanTemperature,25.71958093,,,,
Ah15,Reshe,xd304,resh1242,Reshe,Atlantic-Congo,AnnualMeanTemperature,25.7320385,,,,
Ca5,Bisharin,xd453,bish1251,Bisharin,Afro-Asiatic,AnnualMeanTemperature,25.73491748,,,,
Cc7,Barabish,xd504,hass1238,Hassaniyya,Afro-Asiatic,AnnualMeanTemperature,25.75874432,,,,
Ai39,Mesakin,xd369,ngil1242,Ngile,Narrow Talodi,AnnualMeanTemperature,25.7611338,,,,
Ai40,Moro,xd371,moro1285,Moro,Heibanic,AnnualMeanTemperature,25.7611338,,,,
Ai41,Tira,xd372,tira1254,Tira,Heibanic,AnnualMeanTemperature,25.7611338,,,,
B93,Yintjingga,xd945,ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,AnnualMeanTemperature,25.76235654,,,,
Ih11,Epi,xd864,lame1260,Lamenu,Austronesian,AnnualMeanTemperature,25.7644253,,,,
Sc5,Wapishana,xd1348,wapi1253,Wapishana,Arawakan,AnnualMeanTemperature,25.76788667,,,,
SCCS157,Bribri,xd1321,brib1243,Bribri,Chibchan,AnnualMeanTemperature,25.7698347,,,,
Ag33,Dyan,xd270,dyan1251,Dyan,Atlantic-Congo,AnnualMeanTemperature,25.77484055,,,,
